"genes","task_id","curr_size","top_cluster_gr50","glm_coef_gr50","seed_number"
"IL2RA",5,50,"NoSig",0,589
"IL2RG",5,50,"c5",1.23121525431761,589
"IL3RA",5,50,"c7",0.53858313489013,589
"IL7R",5,50,"c5",3.37054199427287,589
"ITGAM",5,50,"c3",0.503458106926602,589
"ITGAX",5,50,"c3",1.86470564045826,589
"ITM2C",5,50,"c6",3.1256605860756,589
"JUP",5,50,"c1",1.12163558328305,589
"KARS",5,50,"c1",0.460359793479044,589
"KDR",5,50,"c7",1.14814103686934,589
"KIT",5,50,"c4",1.09786286094038,589
"KLF5",5,50,"c1",0.795708572196785,589
"KLRB1",5,50,"c5",0.893937876523019,589
"KLRC1",5,50,"c5",0.18664949931959,589
"KLRD1",5,50,"c5",0.256545900757654,589
"KLRF1",5,50,"c5",0.0746758018110663,589
"KRT14",5,50,"c4",4.66562019843195,589
"KRT23",5,50,"c4",1.19811638133544,589
"KRT5",5,50,"c4",3.40472903761983,589
"KRT6B",5,50,"c4",2.00606582240833,589
"KRT7",5,50,"c1",13.5069338264577,589
"KRT8",5,50,"c1",6.87580978244564,589
"LAG3",5,50,"c1",0.0412611499494231,589
"LARS",5,50,"c1",1.33656065913774,589
"LDHB",5,50,"c5",0.838439472963111,589
"LGALSL",5,50,"c1",0.167751254347112,589
"LILRA4",5,50,"c8",1.62498966528661,589
"LPL",5,50,"NoSig",0,589
"LPXN",5,50,"c5",0.455646563655992,589
"LRRC15",5,50,"c2",0.841539251811585,589
"LTB",5,50,"c5",0.440269539512408,589
"LUM",5,50,"c2",17.2354858336478,589
"LY86",5,50,"c3",0.238882003516871,589
"LYPD3",5,50,"c1",1.94718632881222,589
"LYZ",5,50,"c3",11.367850809865,589
"MAP3K8",5,50,"c1",0.174619003907605,589
"MDM2",5,50,"c1",3.22978863505595,589
"MKI67",5,50,"c1",0.377876205194883,589
"MLPH",5,50,"c1",4.83107861906096,589
"MMP1",5,50,"c3",0.741803077574488,589
"MMP12",5,50,"c3",0.802806239877732,589
"MMP2",5,50,"c2",4.98828021420225,589
"MMRN2",5,50,"c7",1.51294840886656,589
"MNDA",5,50,"c3",1.01141631569839,589
"MRC1",5,50,"c3",1.36415120722323,589
"MS4A1",5,50,"c6",2.44707373907161,589
"MUC6",5,50,"c1",0.353436766688734,589
"MYBPC1",5,50,"c1",0.490299566104535,589
"MYH11",5,50,"c4",2.41098585920508,589
"MYLK",5,50,"c4",5.90269723163568,589
"MYO5B",5,50,"c1",1.82364759013688,589
"MZB1",5,50,"c6",1.71432701842793,589
"NARS",5,50,"c1",3.09137004867182,589
"NCAM1",5,50,"c5",0.0189752431768261,589
"NDUFA4L2",5,50,"c1",0.0283688682128055,589
"NKG7",5,50,"c5",0.26044725386499,589
"NOSTRIN",5,50,"c7",0.759536211474917,589
"OCIAD2",5,50,"c1",0.490287543039243,589
"OPRPN",5,50,"c4",0.688374758103844,589
"OXTR",5,50,"c4",0.369876914807939,589
"PCLAF",5,50,"c1",0.950123087507174,589
"PDCD1",5,50,"c5",0.0168677816657691,589
"PDCD1LG2",5,50,"c3",0.23204123273188,589
"PDE4A",5,50,"c2",0.302269288738224,589
"PDGFRA",5,50,"c2",2.07790808148393,589
"PDGFRB",5,50,"c2",2.43535290681961,589
"PDK4",5,50,"c2",0.994192385060242,589
"PECAM1",5,50,"c7",4.83684567705027,589
"PELI1",5,50,"c1",0.241227711002853,589
"PGR",5,50,"c4",0.342035432859764,589
"PIGR",5,50,"c4",0.819952354526741,589
"PIM1",5,50,"c2",0.403963713691045,589
"PLD4",5,50,"c8",0.771619262741338,589
"POSTN",5,50,"c2",15.1310873153212,589
"PPARG",5,50,"c7",0.574959857829665,589
"PRDM1",5,50,"c2",0.903972517903849,589
"PRF1",5,50,"c5",0.189840135924661,589
"PTGDS",5,50,"c2",2.66507037192057,589
"PTN",5,50,"c4",3.89467121658706,589
"PTPRC",5,50,"c5",3.23591765306089,589
"PTRHD1",5,50,"c1",0.43990556895642,589
"QARS",5,50,"c1",1.17231950739762,589
"RAB30",5,50,"c2",0.340877697015006,589
"RAMP2",5,50,"c7",1.48922990285954,589
"RAPGEF3",5,50,"c7",0.602151098631073,589
"RHOH",5,50,"c1",0.797906223401088,589
"RORC",5,50,"c1",0.135037106014082,589
"RTKN2",5,50,"c1",0.462935034608867,589
"RUNX1",5,50,"c2",2.79552271089954,589
"S100A14",5,50,"c1",2.58696295632382,589
"S100A4",5,50,"c2",1.18958283493034,589
"S100A8",5,50,"c1",0.345218713773982,589
"SCD",5,50,"c1",11.8027489112771,589
"SCGB2A1",5,50,"c4",0.119160738700718,589
"SDC4",5,50,"c1",0.502329134408161,589
"SEC11C",5,50,"c1",1.1073444964526,589
"SEC24A",5,50,"c1",1.06834374655027,589
"SELL",5,50,"c5",0.611920737337414,589
"SERHL2",5,50,"c1",6.95114672896313,589
"SERPINA3",5,50,"c4",8.24756073517754,589
"SERPINB9",5,50,"c5",0.665929749785505,589
"SFRP1",5,50,"c4",5.96471049720774,589
"SFRP4",5,50,"c2",3.09759164268366,589
"SH3YL1",5,50,"c1",1.28265900001707,589
"SLAMF1",5,50,"c5",0.398862982133366,589
"SLAMF7",5,50,"c6",1.87937881511973,589
"SLC25A37",5,50,"c4",0.673371749162405,589
"SLC5A6",5,50,"c1",1.007595569234,589
"SMAP2",5,50,"c5",0.601410664487357,589
"SMS",5,50,"c1",1.6960680813306,589
"SNAI1",5,50,"c7",0.223660195894694,589
"SOX17",5,50,"c7",0.510623765599287,589
"SOX18",5,50,"c7",0.258761483042012,589
"SPIB",5,50,"c8",1.37208037361964,589
"SQLE",5,50,"c1",1.0561051966535,589
"SRPK1",5,50,"c1",0.899299914269104,589
"SSTR2",5,50,"c7",0.0513043590893153,589
"STC1",5,50,"c1",0.17599890722861,589
"SVIL",5,50,"c4",1.74975895168318,589
"TAC1",5,50,"NoSig",0,589
"TACSTD2",5,50,"c4",10.1233990667933,589
"TCEAL7",5,50,"c2",0.151538754740083,589
"TCF4",5,50,"c2",1.03659684639326,589
"TCF7",5,50,"c5",0.622609693383054,589
"TCIM",5,50,"c1",2.96305180145801,589
"TCL1A",5,50,"c8",1.74014779037075,589
"TENT5C",5,50,"c1",1.35883454841902,589
"TFAP2A",5,50,"c1",1.08683168599365,589
"THAP2",5,50,"c1",0.184685633021867,589
"TIFA",5,50,"c1",0.168115849519093,589
"TIGIT",5,50,"c5",0.333904600470389,589
"TIMP4",5,50,"c7",0.094885644409274,589
"TMEM147",5,50,"c1",1.39248513932071,589
"TNFRSF17",5,50,"c6",0.437702183739072,589
"TOMM7",5,50,"c1",3.17203772482352,589
"TOP2A",5,50,"c1",1.27227853192984,589
"TPD52",5,50,"c1",3.460110880506,589
"TPSAB1",5,50,"c9",0.933948482327888,589
"TRAC",5,50,"c5",2.74076535892757,589
"TRAF4",5,50,"c1",1.4008758652779,589
"TRAPPC3",5,50,"c1",0.862368396379676,589
"TRIB1",5,50,"c1",0.414833656329786,589
"TUBA4A",5,50,"c1",0.577747770384442,589
"TUBB2B",5,50,"c4",0.365845486022586,589
"UCP1",5,50,"c4",0.00915191493002467,589
"USP53",5,50,"c1",1.39698362266806,589
"VOPP1",5,50,"c1",1.0594071041641,589
"VWF",5,50,"c7",4.91310939263675,589
"WARS",5,50,"c1",0.67115871967205,589
"ZEB1",5,50,"c2",1.14451298984678,589
"ZEB2",5,50,"c2",2.30614554605853,589
"ZNF562",5,50,"c1",1.13776155501094,589
